0	0.0011512802609203203
1	0.000777744988236692
2	0.000573767432591006
3	0.00046414612762551446
4	0.00040205738415867367
5	0.0003643077170825634
6	0.00033961828173601367
7	0.0003223573352596374
8	0.0003096111868481207
9	0.0002997864353435259
10	0.0002919557838694285
11	0.00028555632720460246
12	0.0002802296020242752
13	0.0002757165730698759
14	0.0002718515944721315
15	0.000268514634984843
16	0.00026560923132530574
17	0.0002630636037615648
18	0.00026081945036555526
19	0.00025883270082613954
20	0.00025706599912959346
